"Program","Year","State","Domain.Category","APPLICATIONS, MEASURED IN LB","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","APPLICATIONS, MEASURED IN NUMBER, AVG","TREATED, MEASURED IN PCT OF AREA BEARING, AVG","Herbicide.ID","Acute Toxic","Corrosive","Environmental Hazard","Flammable","Health Hazard","Irritant","Additional.Info"
"SURVEY",2000,"MICHIGAN","GLYPHOSATE = 417300","300","2.3","5.16","2.2","4",417300,0,1,1,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H411: Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"MICHIGAN","NAPROPAMIDE = 103001","1,700","2.55","3.04","1.2","40",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"MICHIGAN","SETHOXYDIM = 121001",NA,"0.21","0.29","1.4","8",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"MICHIGAN","TERBACIL = 12701","300","0.37","0.51","1.3","36",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"MICHIGAN","TOTAL","2,800",NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"NEW JERSEY","NAPROPAMIDE = 103001","900","2.85","3.46","1.2","50",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW JERSEY","SETHOXYDIM = 121001",NA,"0.27","0.33","1.1","4",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW JERSEY","TERBACIL = 12701",NA,"0.22","0.3","1.3","9",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW JERSEY","TOTAL","900",NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"NEW YORK","2,4-D = 30001","500","0.97","1.12","1.1","27",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW YORK","NAPROPAMIDE = 103001","3,400","2.4","3.81","1.5","53",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW YORK","SETHOXYDIM = 121001",NA,"0.33","0.33","1","5",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW YORK","TERBACIL = 12701","200","0.3","0.46","1.5","32",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NEW YORK","TOTAL","4,100",NA,NA,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"NORTH CAROLINA","NAPROPAMIDE = 103001","400","2.91","3","1","8",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NORTH CAROLINA","PARAQUAT = 61601",NA,"0.55","0.55","1","3",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NORTH CAROLINA","SETHOXYDIM = 121001",NA,"0.21","0.24","1.1","9",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"NORTH CAROLINA","TOTAL","500",NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"OREGON","NAPROPAMIDE = 103001","6,300","3.59","3.7","1","42",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"OREGON","OXYFLUORFEN = 111601","400","0.28","0.3","1","35",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"OREGON","SETHOXYDIM = 121001","200","0.34","0.41","1.1","11",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"OREGON","SIMAZINE = 80807","2,000","0.9","0.93","1","52",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"OREGON","TERBACIL = 12701","100","0.33","0.33","1","9",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"OREGON","TOTAL","9,300",NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"PENNSYLVANIA","2,4-D = 30001","800","1.09","1.19","1","51",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"PENNSYLVANIA","NAPROPAMIDE = 103001","2,700","2.86","3.54","1.2","60",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"PENNSYLVANIA","OXYFLUORFEN = 111601","100","0.29","0.29","1","16",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"PENNSYLVANIA","SETHOXYDIM = 121001","100","0.3","0.34","1.1","29",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"PENNSYLVANIA","TERBACIL = 12701","200","0.23","0.31","1.3","45",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"PENNSYLVANIA","TOTAL","3,900",NA,NA,NA,"81",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"WASHINGTON","NAPROPAMIDE = 103001","2,700","1.88","3.09","1.6","59",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WASHINGTON","OXYFLUORFEN = 111601",NA,"0.29","0.33","1.1","7",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WASHINGTON","SIMAZINE = 80807","300","0.58","0.58","1","31",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WASHINGTON","TOTAL","3,200",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2000,"WISCONSIN","2,4-D = 30001","600","1.23","1.29","1","41",30001,0,1,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H335: May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WISCONSIN","NAPROPAMIDE = 103001","1,800","3.3","3.69","1.1","41",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WISCONSIN","SETHOXYDIM = 121001","100","0.31","0.34","1.1","22",121001,0,0,1,0,0,0,"H411 (25%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WISCONSIN","TERBACIL = 12701","200","0.24","0.26","1.1","58",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2000,"WISCONSIN","TOTAL","2,700",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2002,"CALIFORNIA","NAPROPAMIDE = 103001","7,500","2.22","2.74","1.2","10",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"CALIFORNIA","TOTAL","8,700",NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2002,"FLORIDA","GLYPHOSATE = 417300","2,400","0.56","0.89","1.5","38",417300,0,1,1,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]

H411: Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"FLORIDA","PARAQUAT = 61601","1,800","0.34","0.49","1.4","52",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"FLORIDA","TOTAL","4,300",NA,NA,NA,"89",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2002,"OREGON","CLETHODIM = 121011","100","0.1","0.14","1.5","11",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"OREGON","NAPROPAMIDE = 103001","3,800","3.53","3.58","1","30",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"OREGON","SIMAZINE = 80807","2,300","0.96","0.96","1","67",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"OREGON","SULFENTRAZONE = 129081","200","0.24","0.28","1.1","22",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"OREGON","TERBACIL = 12701","100","0.3","0.3","1","5",12701,0,0,1,0,0,1,"H302 (65.5%): Harmful if swallowed [Warning Acute toxicity, oral]

H400 (16.7%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (16.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H412 (33.3%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2002,"OREGON","TOTAL","7,000",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2004,"CALIFORNIA","TOTAL","1,000",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2004,"FLORIDA","PARAQUAT = 61601","900","0.45","0.65","1.5","19",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2004,"FLORIDA","TOTAL","9,200",NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2004,"OREGON","CLETHODIM = 121011",NA,"0.13","0.16","1.2","10",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2004,"OREGON","NAPROPAMIDE = 103001","5,000","3.92","3.92","1","39",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2004,"OREGON","SIMAZINE = 80807","2,000","1.05","1.07","1","56",80807,0,0,1,0,1,0,"H351: Suspected of causing cancer [Warning Carcinogenicity]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2004,"OREGON","SULFENTRAZONE = 129081","200","0.25","0.25","1","30",129081,0,0,1,0,1,1,"H319 (40.6%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H332 (58%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H373 (43.5%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H411 (43.5%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2004,"OREGON","TOTAL","7,700",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2006,"CALIFORNIA","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"CALIFORNIA","NAPROPAMIDE = 103001","2,900","1.125","1.392","1.2","6",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"CALIFORNIA","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"CALIFORNIA","PARAQUAT = 61601","400","0.4","0.521","1.3","2",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"CALIFORNIA","TOTAL","3,700",NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2006,"FLORIDA","GLYPHOSATE ISO. SALT = 103601","5,100","1.275","2.73","2.1","25",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"FLORIDA","METRIBUZIN = 101101"," (D)"," (D)"," (D)"," (D)"," (D)",101101,0,0,1,0,1,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H373: May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"FLORIDA","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"FLORIDA","PARAQUAT = 61601"," (D)"," (D)"," (D)"," (D)"," (D)",61601,1,1,1,0,1,0,"H290 (100%): May be corrosive to metals [Warning Corrosive to Metals]

H301+H311 (100%): Toxic if swallowed or in contact with skin [Danger Acute toxicity, oral; acute toxicity, dermal]

H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]

H311 (100%): Toxic in contact with skin [Danger Acute toxicity, dermal]

H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]

H319 (100%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H330 (100%): Fatal if inhaled [Danger Acute toxicity, inhalation]

H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]

H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]

H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (100%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"FLORIDA","TOTAL","5,300",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA
"SURVEY",2006,"OREGON","2,4-D, DIMETH. SALT = 30019"," (D)"," (D)"," (D)"," (D)"," (D)",30019,0,1,1,0,0,1,"H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]

H312 (18.6%): Harmful in contact with skin [Warning Acute toxicity, dermal]

H317 (100%): May cause an allergic skin reaction [Warning Sensitization, Skin]

H318 (100%): Causes serious eye damage [Danger Serious eye damage/eye irritation]

H332 (18.6%): Harmful if inhaled [Warning Acute toxicity, inhalation]

H410 (35.7%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]

H411 (64.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","CLETHODIM = 121011"," (D)"," (D)"," (D)"," (D)"," (D)",121011,0,0,0,0,0,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H317: May cause an allergic skin reaction [Warning Sensitization, Skin]

H412: Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","CLOPYRALID = 117403"," (D)"," (D)"," (D)"," (D)"," (D)",117403,0,1,0,0,0,0,"H318: Causes serious eye damage [Danger Serious eye damage/eye irritation]"
"SURVEY",2006,"OREGON","DIURON = 35505"," (D)"," (D)"," (D)"," (D)"," (D)",35505,0,0,1,0,1,0,"H350: May cause cancer [Danger Carcinogenicity]

H373: May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]

H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","GLUFOSINATE-AMMONIUM = 128850"," (D)"," (D)"," (D)"," (D)"," (D)",128850,0,0,0,0,1,1,"H302: Harmful if swallowed [Warning Acute toxicity, oral]

H312: Harmful in contact with skin [Warning Acute toxicity, dermal]

H332: Harmful if inhaled [Warning Acute toxicity, inhalation]

H360Fd: May damage fertility; Suspected of damaging the unborn child [Danger Reproductive toxicity]

H373 **: May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]"
"SURVEY",2006,"OREGON","GLYPHOSATE ISO. SALT = 103601"," (D)"," (D)"," (D)"," (D)"," (D)",103601,0,0,1,0,0,0,"H411 (98.9%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","NAPROPAMIDE = 103001"," (D)"," (D)"," (D)"," (D)"," (D)",103001,0,0,1,0,0,1,"H319 (83.3%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]

H411 (83.3%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]"
"SURVEY",2006,"OREGON","OXYFLUORFEN = 111601"," (D)"," (D)"," (D)"," (D)"," (D)",111601,0,0,1,0,0,0,"H400 (98.1%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]

H410 (98.1%): Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]"
