"Program","Year","State","State.ANSI","Data.Item","Domain","Domain.Category","Value","CV...."
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)","1.5",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAK ABTS-1857 = 6523)","2.1",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)","4.5",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI SA-11 = 6519)","1.4",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BT SUB AIZAWAI GC-91 = 6426)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)","1.6",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","1.1",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)","1.4",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(ETOXAZOLE = 107091)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FENPROPATHRIN = 127901)","1.5",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FLONICAMID = 128016)","1.8",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FLUBENDIAMIDE = 27602)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(FLUPYRADIFURONE = 122304)","1.4",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(HELICOVERPA ZEA NPV = 107300)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(HEXYTHIAZOX = 128849)","1.2",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)","1.2",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","1.4",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)","1.2",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)","1.4",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(NEEM OIL = 25006)","1.2",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(NEEM OIL, CLAR. HYD. = 25007)","1.7",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)","1.8",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(PIPERONYL BUTOXIDE = 67501)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(POTASSIUM SALTS = 79021)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(PYRETHRINS = 69001)","3.9",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(PYRIPROXYFEN = 129032)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)","1.5",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(SPINOSAD = 110003)","1.1",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(SPIROMESIFEN = 24875)","1.3",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)","1.2",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(CAPRIC ACID = 128955)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(CAPRYLIC ACID = 128919)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","1.1",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(DICHLOROPROPENE = 29001)","1.1",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(FLUTRIAFOL = 128940)","1.8",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(GLIOCLADIUM VIRENS = 129000)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(HYDROGEN PEROXIDE = 595)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(IRON PHOSPHATE = 34903)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METALDEHYDE = 53001)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METAM-SODIUM = 39003)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(MINERAL OIL = 63502)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(PAECILOMYCES FUMOSOR = 115002)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(PEROXYACETIC ACID = 63201)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","(REYNOUTRIA SACHALINE = 55809)","1.5",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(AZOXYSTROBIN = 128810)","22",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","8",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BACILLUS PUMILUS = 6485)","2",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BACILLUS SUBTILIS = 6479)","2",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BLAD = 30006)","17",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BORAX DECAHYDRATE = 11102)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(BOSCALID = 128008)","49",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CAPTAN = 81301)","88",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(COPPER OXIDE = 25601)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYFLUFENAMID = 555550)","25",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(CYPRODINIL = 288202)","66",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FENHEXAMID = 90209)","37",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUDIOXONIL = 71503)","66",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUOPYRAM = 80302)","17",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FLUXAPYROXAD = 138009)","37",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(FOSETYL-AL = 123301)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(IPRODIONE = 109801)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MEFENOXAM = 113502)","12",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(MYCLOBUTANIL = 128857)","41",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PENTHIOPYRAD = 90112)","29",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)","33",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(POTASSIUM BICARBON. = 73508)","34",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PROPICONAZOLE = 122101)","31",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRACLOSTROBIN = 99100)","65",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(PYRIMETHANIL = 288201)","33",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(QUINOLINE = 55459)","53",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(STREPTOMYCES LYDICUS = 6327)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(SULFUR = 77501)","82",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TETRACONAZOLE = 120603)","30",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIOPHANATE-METHYL = 102001)","11",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(THIRAM = 79801)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TOTAL)","96",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TRIFLOXYSTROBIN = 129112)","31",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","(TRIFLUMIZOLE = 128879)","35",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(AMMONIUM PELARGONATE = 31802)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(FLUMIOXAZIN = 129034)","12",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(OXYFLUORFEN = 111601)","15",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(PENDIMETHALIN = 108501)","18",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(SULFENTRAZONE = 129081)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","(TOTAL)","22",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ABAMECTIN = 122804)","34",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ACEQUINOCYL = 6329)","19",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ACETAMIPRID = 99050)","46",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(AZADIRACHTIN = 121701)","59",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENAZATE = 586)","25",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BIFENTHRIN = 128825)","43",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAK ABTS-1857 = 6523)","36",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)","4",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT KURSTAKI SA-11 = 6519)","37",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BT SUB AIZAWAI GC-91 = 6426)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CARBARYL = 56801)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHLORANTRANILIPROLE = 90100)","37",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHLORPYRIFOS = 59101)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","4",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(CYFLUMETOFEN = 138831)","33",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(ETOXAZOLE = 107091)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENPROPATHRIN = 127901)","27",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FENPYROXIMATE = 129131)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FLONICAMID = 128016)","71",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FLUBENDIAMIDE = 27602)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(FLUPYRADIFURONE = 122304)","21",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(HELICOVERPA ZEA NPV = 107300)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(HEXYTHIAZOX = 128849)","13",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(IMIDACLOPRID = 129099)","13",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(MALATHION = 57701)","20",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(METHOXYFENOZIDE = 121027)","32",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NALED = 34401)","21",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NEEM OIL = 25006)","4",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NEEM OIL, CLAR. HYD. = 25007)","49",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(NOVALURON = 124002)","62",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PIPERONYL BUTOXIDE = 67501)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(POTASSIUM SALTS = 79021)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PYRETHRINS = 69001)","22",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(PYRIPROXYFEN = 129032)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINETORAM = 110007)","55",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPINOSAD = 110003)","17",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(SPIROMESIFEN = 24875)","23",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(THIAMETHOXAM = 60109)","24",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, INSECTICIDE","(TOTAL)","90",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CAPRIC ACID = 128955)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CAPRYLIC ACID = 128919)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(CHLOROPICRIN = 81501)","52",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(DICHLOROPROPENE = 29001)","19",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(FLUTRIAFOL = 128940)","21",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(GLIOCLADIUM VIRENS = 129000)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(HYDROGEN PEROXIDE = 595)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(IRON PHOSPHATE = 34903)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METALDEHYDE = 53001)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METAM-POTASSIUM = 39002)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METAM-SODIUM = 39003)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(METHYL BROMIDE = 53201)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(MINERAL OIL = 63502)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(PAECILOMYCES FUMOSOR = 115002)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(PEROXYACETIC ACID = 63201)"," (D)",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(REYNOUTRIA SACHALINE = 55809)","26",""
"SURVEY",2016,"CALIFORNIA",6,"TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, OTHER","(TOTAL)","71",""
"SURVEY",2016,"CALIFORNIA",6,"PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","2,562,053,000",""
"SURVEY",2016,"CALIFORNIA",6,"PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","20,829,700",""
